frame,left_INDEX_FINGER_DIP_x,left_INDEX_FINGER_DIP_y,left_INDEX_FINGER_DIP_z,left_INDEX_FINGER_MCP_x,left_INDEX_FINGER_MCP_y,left_INDEX_FINGER_MCP_z,left_INDEX_FINGER_PIP_x,left_INDEX_FINGER_PIP_y,left_INDEX_FINGER_PIP_z,left_INDEX_FINGER_TIP_x,left_INDEX_FINGER_TIP_y,left_INDEX_FINGER_TIP_z,left_MIDDLE_FINGER_DIP_x,left_MIDDLE_FINGER_DIP_y,left_MIDDLE_FINGER_DIP_z,left_MIDDLE_FINGER_MCP_x,left_MIDDLE_FINGER_MCP_y,left_MIDDLE_FINGER_MCP_z,left_MIDDLE_FINGER_PIP_x,left_MIDDLE_FINGER_PIP_y,left_MIDDLE_FINGER_PIP_z,left_MIDDLE_FINGER_TIP_x,left_MIDDLE_FINGER_TIP_y,left_MIDDLE_FINGER_TIP_z,left_PINKY_DIP_x,left_PINKY_DIP_y,left_PINKY_DIP_z,left_PINKY_MCP_x,left_PINKY_MCP_y,left_PINKY_MCP_z,left_PINKY_PIP_x,left_PINKY_PIP_y,left_PINKY_PIP_z,left_PINKY_TIP_x,left_PINKY_TIP_y,left_PINKY_TIP_z,left_RING_FINGER_DIP_x,left_RING_FINGER_DIP_y,left_RING_FINGER_DIP_z,left_RING_FINGER_MCP_x,left_RING_FINGER_MCP_y,left_RING_FINGER_MCP_z,left_RING_FINGER_PIP_x,left_RING_FINGER_PIP_y,left_RING_FINGER_PIP_z,left_RING_FINGER_TIP_x,left_RING_FINGER_TIP_y,left_RING_FINGER_TIP_z,left_THUMB_CMC_x,left_THUMB_CMC_y,left_THUMB_CMC_z,left_THUMB_IP_x,left_THUMB_IP_y,left_THUMB_IP_z,left_THUMB_MCP_x,left_THUMB_MCP_y,left_THUMB_MCP_z,left_THUMB_TIP_x,left_THUMB_TIP_y,left_THUMB_TIP_z,left_WRIST_x,left_WRIST_y,left_WRIST_z,left_bounding_box_size,left_confidence,left_convex_hull_area,left_direction_changes,left_distance,left_duration,left_movement_direction,left_movement_label,left_speed,left_thumb_index_distance,left_thumb_index_middle_angle,left_velocity,right_INDEX_FINGER_DIP_x,right_INDEX_FINGER_DIP_y,right_INDEX_FINGER_DIP_z,right_INDEX_FINGER_MCP_x,right_INDEX_FINGER_MCP_y,right_INDEX_FINGER_MCP_z,right_INDEX_FINGER_PIP_x,right_INDEX_FINGER_PIP_y,right_INDEX_FINGER_PIP_z,right_INDEX_FINGER_TIP_x,right_INDEX_FINGER_TIP_y,right_INDEX_FINGER_TIP_z,right_MIDDLE_FINGER_DIP_x,right_MIDDLE_FINGER_DIP_y,right_MIDDLE_FINGER_DIP_z,right_MIDDLE_FINGER_MCP_x,right_MIDDLE_FINGER_MCP_y,right_MIDDLE_FINGER_MCP_z,right_MIDDLE_FINGER_PIP_x,right_MIDDLE_FINGER_PIP_y,right_MIDDLE_FINGER_PIP_z,right_MIDDLE_FINGER_TIP_x,right_MIDDLE_FINGER_TIP_y,right_MIDDLE_FINGER_TIP_z,right_PINKY_DIP_x,right_PINKY_DIP_y,right_PINKY_DIP_z,right_PINKY_MCP_x,right_PINKY_MCP_y,right_PINKY_MCP_z,right_PINKY_PIP_x,right_PINKY_PIP_y,right_PINKY_PIP_z,right_PINKY_TIP_x,right_PINKY_TIP_y,right_PINKY_TIP_z,right_RING_FINGER_DIP_x,right_RING_FINGER_DIP_y,right_RING_FINGER_DIP_z,right_RING_FINGER_MCP_x,right_RING_FINGER_MCP_y,right_RING_FINGER_MCP_z,right_RING_FINGER_PIP_x,right_RING_FINGER_PIP_y,right_RING_FINGER_PIP_z,right_RING_FINGER_TIP_x,right_RING_FINGER_TIP_y,right_RING_FINGER_TIP_z,right_THUMB_CMC_x,right_THUMB_CMC_y,right_THUMB_CMC_z,right_THUMB_IP_x,right_THUMB_IP_y,right_THUMB_IP_z,right_THUMB_MCP_x,right_THUMB_MCP_y,right_THUMB_MCP_z,right_THUMB_TIP_x,right_THUMB_TIP_y,right_THUMB_TIP_z,right_WRIST_x,right_WRIST_y,right_WRIST_z,right_bounding_box_size,right_confidence,right_convex_hull_area,right_direction_changes,right_distance,right_duration,right_movement_direction,right_movement_label,right_speed,right_thumb_index_distance,right_thumb_index_middle_angle,right_velocity
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1.8333333333333333,Not moving,slow,0.0,0.0,0.0,0.0,0.7969844341278076,0.36368033289909363,-0.039099257439374924,0.7486133575439453,0.537297248840332,-0.0024967039935290813,0.7766456007957458,0.42412012815475464,-0.02089073322713375,0.8176592588424683,0.31041693687438965,-0.05438609421253204,0.7620190382003784,0.29950258135795593,-0.052697792649269104,0.7128010392189026,0.5110970139503479,-0.0205555260181427,0.7372400164604187,0.3765619993209839,-0.03580459952354431,0.783301830291748,0.23513677716255188,-0.06738432496786118,0.6199528574943542,0.34705841541290283,-0.09529037773609161,0.6276339888572693,0.5327263474464417,-0.06666766852140427,0.6156062483787537,0.4220028519630432,-0.08500542491674423,0.6298086047172546,0.27694183588027954,-0.1036142036318779,0.7086015343666077,0.30084028840065,-0.07268186658620834,0.6727443337440491,0.5102337598800659,-0.042395010590553284,0.6867331862449646,0.3785703778266907,-0.058151841163635254,0.7299946546554565,0.23337343335151672,-0.0851198062300682,0.6884722709655762,0.81005859375,-0.00989721529185772,0.8218820095062256,0.7292008399963379,-0.034025177359580994,0.7627362608909607,0.7581477165222168,-0.01948062889277935,0.8686444163322449,0.7299445867538452,-0.05039401724934578,0.6036451458930969,0.8126580119132996,2.98462083492268e-07,0.15350999069552174,1.0,1.4867122456726576,20,0.8373494218461321,1.8333333333333333,Not moving,slow,0.4567360482797085,0.42263325942963403,162.3974895335218,0.02176263140150508
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1.8666666666666665,Not moving,slow,0.0,0.0,0.0,0.0,0.7955105900764465,0.3626432716846466,-0.0367087796330452,0.7456462383270264,0.5372005105018616,-0.0015366380102932453,0.7746517658233643,0.42296189069747925,-0.019130317494273186,0.8163286447525024,0.3101292848587036,-0.051469724625349045,0.7590731978416443,0.2990131974220276,-0.05013926327228546,0.7104931473731995,0.5109161734580994,-0.019322095438838005,0.734943687915802,0.37639710307121277,-0.03366902843117714,0.7795937657356262,0.2345990538597107,-0.06445402652025223,0.6145405173301697,0.344726026058197,-0.09196436405181885,0.6257034540176392,0.5295820832252502,-0.06491553783416748,0.6117159724235535,0.41863101720809937,-0.0824441984295845,0.6231299638748169,0.27608007192611694,-0.09966859966516495,0.7059780359268188,0.2986745238304138,-0.07046829164028168,0.6709154844284058,0.5087556838989258,-0.04091401398181915,0.6850611567497253,0.376933753490448,-0.056142404675483704,0.7265394330024719,0.2311541736125946,-0.0826876163482666,0.683914065361023,0.8103148341178894,-0.01009537186473608,0.8185226917266846,0.7296196222305298,-0.03476230055093765,0.7591920495033264,0.7588707208633423,-0.01994124986231327,0.8646935820579529,0.7303676605224609,-0.05117543786764145,0.5994649529457092,0.8132097721099854,3.021512782197533e-07,0.15437780845656945,1.0,1.492991145314606,21,0.8415658720583411,1.8666666666666665,Not moving,fast,0.45083886003125423,0.4230124657096634,160.6288131989352,0.12649350636626733
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1.9000000000000001,Not moving,slow,0.0,0.0,0.0,0.0,0.7957383990287781,0.36258232593536377,-0.035199426114559174,0.745493471622467,0.5368256568908691,-0.0010205715661868453,0.7750651836395264,0.42332789301872253,-0.017884213477373123,0.8162336945533752,0.3091725707054138,-0.049838680773973465,0.7593144774436951,0.298479825258255,-0.048245545476675034,0.7100268602371216,0.5103873014450073,-0.018488427624106407,0.735219419002533,0.3757123649120331,-0.03207405284047127,0.7794913649559021,0.2339358925819397,-0.0624091736972332,0.6164711117744446,0.34511592984199524,-0.08946789056062698,0.6248645782470703,0.5298604369163513,-0.06321634352207184,0.6128008961677551,0.41930150985717773,-0.08009539544582367,0.6253116130828857,0.27648013830184937,-0.09709714353084564,0.7067657113075256,0.2994288206100464,-0.06825517863035202,0.670193612575531,0.5086767673492432,-0.0396571047604084,0.6855613589286804,0.377441942691803,-0.05402766540646553,0.727013885974884,0.23225700855255127,-0.08047754317522049,0.6844989061355591,0.8116273880004883,-0.009755815379321575,0.8204398155212402,0.7299044132232666,-0.032452553510665894,0.7600863575935364,0.7591869235038757,-0.01870226487517357,0.8672507405281067,0.73095703125,-0.047908201813697815,0.6002991199493408,0.8137683868408203,2.987032701184944e-07,0.1552354048190452,1.0,1.4941288200311458,21,0.8425698068208897,1.9000000000000001,Not moving,slow,0.4434577930636261,0.424863033089361,160.86784605898472,0.030118042876458147
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1.9333333333333333,Not moving,slow,0.0,0.0,0.0,0.0,0.7889670729637146,0.3618040680885315,-0.0451664999127388,0.7365713119506836,0.5378013849258423,-0.006288213189691305,0.7676582336425781,0.4240163564682007,-0.025962255895137787,0.8094167113304138,0.3069986402988434,-0.060867127031087875,0.7505924105644226,0.29801520705223083,-0.05843403935432434,0.7014927864074707,0.5129039287567139,-0.023646533489227295,0.7271242141723633,0.37732994556427,-0.04035583510994911,0.7697709202766418,0.23187270760536194,-0.07351963967084885,0.602691650390625,0.3486335873603821,-0.09610512852668762,0.6168360114097595,0.5355162620544434,-0.06783825159072876,0.6018825769424438,0.4236050546169281,-0.08662381023168564,0.6077200174331665,0.2794266641139984,-0.10331438481807709,0.6970925331115723,0.29861247539520264,-0.07745523005723953,0.6620814800262451,0.5123081803321838,-0.044581089168787,0.6770148277282715,0.37903499603271484,-0.06197134032845497,0.7159000039100647,0.2290387749671936,-0.08991800993680954,0.6775132417678833,0.809570848941803,-0.012140442617237568,0.81046462059021,0.7287079691886902,-0.04009659215807915,0.7521448731422424,0.7584669589996338,-0.02381874807178974,0.8562004566192627,0.7302689552307129,-0.05817302316427231,0.593804657459259,0.8151055574417114,3.1205524919641903e-07,0.15378146174853313,1.0,1.499409170041011,22,0.8492004982064819,1.9333333333333333,Not moving,fast,0.4392416370033527,0.42585647408654137,158.48555105765487,0.19892074156776648
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1.9666666666666666,Not moving,slow,0.0,0.0,0.0,0.0,0.7874914407730103,0.3575105667114258,-0.04358746483922005,0.7366912364959717,0.5362648367881775,-0.005703586619347334,0.7662538290023804,0.42028123140335083,-0.02480187825858593,0.8086299896240234,0.30233070254325867,-0.05891866609454155,0.7496858239173889,0.29707181453704834,-0.055970750749111176,0.7006662487983704,0.5121337175369263,-0.023370085284113884,0.7256987690925598,0.3760177493095398,-0.03875911980867386,0.7699444890022278,0.23172664642333984,-0.0708099901676178,0.6057898998260498,0.3482978940010071,-0.09474210441112518,0.614208459854126,0.5349274277687073,-0.06794469803571701,0.6018092632293701,0.4235565662384033,-0.08526843786239624,0.6147711277008057,0.2789544463157654,-0.10237116366624832,0.696273684501648,0.301009863615036,-0.0743754580616951,0.6603446006774902,0.5123822689056396,-0.044485319405794144,0.6752580404281616,0.38016700744628906,-0.05977357551455498,0.7164478302001953,0.23375099897384644,-0.08682239055633545,0.6773903965950012,0.8096256256103516,-0.010449589230120182,0.8127742409706116,0.7294473648071289,-0.0360180027782917,0.7526664733886719,0.7580293416976929,-0.020944863557815552,0.8603909015655518,0.7313094139099121,-0.05313584953546524,0.5936232209205627,0.8149768114089966,3.2009913297770254e-07,0.15559229374903083,1.0,1.4971896767065405,23,0.849422972381419,1.9666666666666666,Not moving,slow,0.43190998595665375,0.43212887866719707,158.1607988877453,0.006674225248110185
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1.9999999999999998,Not moving,slow,0.0,0.0,0.0,0.0,0.7752195000648499,0.35889554023742676,-0.04247443005442619,0.7193126678466797,0.5359005331993103,-0.005270502995699644,0.7524912357330322,0.42297250032424927,-0.023767614737153053,0.7966144680976868,0.3051077127456665,-0.05742521584033966,0.7332450747489929,0.2921339273452759,-0.052407156676054,0.6841199398040771,0.5119245052337646,-0.021209711208939552,0.7098048329353333,0.37592029571533203,-0.03551240637898445,0.7524204254150391,0.22471389174461365,-0.06622103601694107,0.5653170347213745,0.36807751655578613,-0.09267856180667877,0.5971763730049133,0.5414406657218933,-0.06266951560974121,0.5726844072341919,0.43920159339904785,-0.08217032253742218,0.5609308481216431,0.30619165301322937,-0.09963840991258621,0.6765018105506897,0.2985384464263916,-0.0725410208106041,0.6439961194992065,0.5137146711349487,-0.04074769467115402,0.6576022505760193,0.3804621994495392,-0.05644797161221504,0.6945338845252991,0.23110699653625488,-0.0852917730808258,0.6589778065681458,0.8088723421096802,-0.012917867861688137,0.7971952557563782,0.7276479601860046,-0.037707939743995667,0.7372512221336365,0.7571707367897034,-0.023234153166413307,0.8444415330886841,0.7249745726585388,-0.05383598431944847,0.5730987787246704,0.8164083957672119,3.382686486474995e-07,0.16775171412668044,1.0,1.525945405161434,24,0.8699972806620687,1.9999999999999998,Left,fast,0.4349986403310344,0.42259731516144206,157.70010697814655,0.6172292484194923
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,2.033333333333333,Not moving,slow,0.0,0.0,0.0,0.0,0.772964596748352,0.3575575649738312,-0.04418807104229927,0.7191601991653442,0.5365229845046997,-0.007368325721472502,0.7508155703544617,0.42098909616470337,-0.025762198492884636,0.795415461063385,0.30414363741874695,-0.05930248275399208,0.7295613884925842,0.2934512495994568,-0.053732533007860184,0.681771457195282,0.5125647783279419,-0.022895900532603264,0.7063785791397095,0.37605398893356323,-0.03668665885925293,0.749685525894165,0.2271175980567932,-0.0684024766087532,0.5578086972236633,0.37056002020835876,-0.09651171416044235,0.592648446559906,0.543290376663208,-0.06384828686714172,0.5673492550849915,0.44111043214797974,-0.08401705324649811,0.5521112084388733,0.3100716173648834,-0.10544067621231079,0.6731495261192322,0.30151262879371643,-0.0749027207493782,0.6401618719100952,0.5150617361068726,-0.042123567312955856,0.655324399471283,0.3824109435081482,-0.057353194802999496,0.6906982064247131,0.23620948195457458,-0.08949027210474014,0.6582577228546143,0.8099903464317322,-0.014012550935149193,0.7982258200645447,0.726459264755249,-0.03986651077866554,0.7358238101005554,0.7557200193405151,-0.02488207072019577,0.8475241661071777,0.7258435487747192,-0.05679383873939514,0.5733314156532288,0.8167689442634583,3.3901380902534584e-07,0.17419064817600827,1.0,1.53067749823758,25,0.8704263670853852,2.033333333333333,Not moving,slow,0.42807854118953376,0.4249146098615201,156.34685796710795,0.012872592699495405
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,2.0666666666666664,Not moving,slow,0.0,0.0,0.0,0.0,0.7511305212974548,0.35762688517570496,-0.03764094412326813,0.6939154863357544,0.5340818166732788,-0.0019956729374825954,0.7283492088317871,0.4214625060558319,-0.01927376352250576,0.7720194458961487,0.3058408796787262,-0.0519627146422863,0.7056960463523865,0.2880305051803589,-0.04645441100001335,0.6561399102210999,0.5085489153862,-0.01598772034049034,0.6830989122390747,0.3725145757198334,-0.029047219082713127,0.7239004969596863,0.22163298726081848,-0.06026376038789749,0.537736713886261,0.3680337071418762,-0.08159312605857849,0.5641465783119202,0.5340242385864258,-0.054315656423568726,0.5441702008247375,0.4348382353782654,-0.07193385809659958,0.5346689224243164,0.31050756573677063,-0.08786197006702423,0.6479433178901672,0.29657092690467834,-0.06571437418460846,0.6137114763259888,0.5082932114601135,-0.03392036631703377,0.6308748722076416,0.37710750102996826,-0.04866352304816246,0.6644760966300964,0.22990036010742188,-0.0788051187992096,0.6353806853294373,0.812676191329956,-0.014697989448904991,0.7786951661109924,0.7286726236343384,-0.03509549796581268,0.7171959280967712,0.7579310536384583,-0.02307198755443096,0.8270859718322754,0.72637540102005,-0.048545099794864655,0.548672080039978,0.8190736770629883,3.7457860457834613e-07,0.17470184370820618,1.0,1.5398446301023967,26,0.895193172009803,2.0666666666666664,Left,fast,0.43315798645635634,0.4241382864228314,157.7151412921436,0.7430041477325338
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,2.0999999999999996,Not moving,slow,0.0,0.0,0.0,0.0,0.7485893964767456,0.35412532091140747,-0.04295849800109863,0.6927884817123413,0.5347298383712769,-0.005844201426953077,0.7266044616699219,0.4186541438102722,-0.024241147562861443,0.7706127762794495,0.3011547923088074,-0.05784148722887039,0.7039876580238342,0.28928110003471375,-0.05151940882205963,0.6544116735458374,0.5099393725395203,-0.019367709755897522,0.6809868812561035,0.37370434403419495,-0.03334309160709381,0.7237918376922607,0.22202438116073608,-0.06657347828149796,0.5367912650108337,0.37426796555519104,-0.08862204104661942,0.5636422634124756,0.540191113948822,-0.056610457599163055,0.5434589385986328,0.44256773591041565,-0.07625603675842285,0.5336246490478516,0.3152502775192261,-0.09729156643152237,0.6459792256355286,0.29986146092414856,-0.07115444540977478,0.6118358969688416,0.5119596123695374,-0.03677494823932648,0.6285315155982971,0.38014495372772217,-0.05227631330490112,0.6631714701652527,0.2341555655002594,-0.08616156876087189,0.6376665234565735,0.8137115240097046,-0.015584168955683708,0.7811033725738525,0.7286608219146729,-0.038345836102962494,0.7178103923797607,0.7573467493057251,-0.02520492486655712,0.8307141065597534,0.7267603874206543,-0.05334542691707611,0.5516275763511658,0.8214113712310791,3.8010901448615186e-07,0.1780715557196899,1.0,1.5410206817491796,26,0.8989614305557324,2.0999999999999996,Not moving,fast,0.42807687169320596,0.4298517268201895,157.4252796181388,0.11304775637788296
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,2.133333333333333,Not moving,slow,0.0,0.0,0.0,0.0,0.7228026986122131,0.3533846139907837,-0.04551508650183678,0.6618933081626892,0.5326322317123413,-0.006783454213291407,0.6967605352401733,0.4170007109642029,-0.025745505467057228,0.7479804158210754,0.3010649085044861,-0.06045163422822952,0.6709237098693848,0.28449100255966187,-0.04855804517865181,0.6211522817611694,0.5075464248657227,-0.01816055178642273,0.6474922895431519,0.3692092299461365,-0.031258851289749146,0.6918888092041016,0.215341717004776,-0.06235777586698532,0.5011184811592102,0.3624116778373718,-0.07744146138429642,0.5265728831291199,0.5314186215400696,-0.052856262773275375,0.5076244473457336,0.42904967069625854,-0.06954904645681381,0.4988219141960144,0.3035205006599426,-0.08225597441196442,0.6091194748878479,0.295278400182724,-0.06408953666687012,0.5772326588630676,0.5067488551139832,-0.03392438590526581,0.5922912359237671,0.37584397196769714,-0.04853216931223869,0.6266459822654724,0.2270016372203827,-0.0758831575512886,0.6048239469528198,0.815704345703125,-0.019783399999141693,0.7556923627853394,0.7285439372062683,-0.04371076077222824,0.6914323568344116,0.7596920728683472,-0.03047480434179306,0.8077195882797241,0.7257097363471985,-0.05798795074224472,0.515845537185669,0.8233112096786499,4.791222067979106e-07,0.18780036220081264,1.0,1.5778546919746854,27,0.9347938699503371,2.133333333333333,Left,fast,0.43818462653922063,0.4288333805523191,154.8097457618512,1.0749731818381403
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,2.166666666666666,Not moving,slow,0.0,0.0,0.0,0.0,0.7206436395645142,0.35020947456359863,-0.045857984572649,0.6606225967407227,0.5319448709487915,-0.0057067046873271465,0.6950888633728027,0.4150216579437256,-0.025846784934401512,0.747037410736084,0.29726797342300415,-0.061405595391988754,0.6708334684371948,0.2850848138332367,-0.052169814705848694,0.6206028461456299,0.5057424902915955,-0.019494574517011642,0.6464909315109253,0.3693735599517822,-0.03421558067202568,0.6935108304023743,0.21671849489212036,-0.06700115650892258,0.5015817880630493,0.3675616383552551,-0.08623509854078293,0.5269618630409241,0.5335773825645447,-0.05876833572983742,0.5076069235801697,0.4340628385543823,-0.07704280316829681,0.5004361271858215,0.30872663855552673,-0.0925627201795578,0.60588139295578,0.29775768518447876,-0.0690697431564331,0.5764856338500977,0.5063242316246033,-0.03763746842741966,0.5898177623748779,0.3760448396205902,-0.053208187222480774,0.6238235235214233,0.23193785548210144,-0.08179976791143417,0.6072825789451599,0.8161247372627258,-0.016893597319722176,0.7575815320014954,0.7296441197395325,-0.04373474046587944,0.6909409761428833,0.7602220177650452,-0.02835240587592125,0.8101511001586914,0.7241456508636475,-0.060792334377765656,0.5158553719520569,0.8229290246963501,4.6799922870377486e-07,0.18775247785418614,1.0,1.5737543226575181,28,0.9351761814507205,2.166666666666666,Not moving,slow,0.4316197760541788,0.43151855739785144,154.80547525889054,0.011469345011502036
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,2.2,Not moving,slow,0.0,0.0,0.0,0.0,0.6932159662246704,0.3475239872932434,-0.06100307032465935,0.6336069107055664,0.5323038697242737,-0.014852543361485004,0.6686660647392273,0.41446512937545776,-0.037981633096933365,0.7170563340187073,0.29085060954093933,-0.0782344713807106,0.6363291144371033,0.2787171006202698,-0.06589866429567337,0.5908641815185547,0.508983314037323,-0.02654142677783966,0.6153745055198669,0.3664512038230896,-0.044553883373737335,0.6543686985969543,0.20713460445404053,-0.08239955455064774,0.4813825488090515,0.3716472387313843,-0.08734393119812012,0.4943626821041107,0.5411348342895508,-0.06168000027537346,0.4821321368217468,0.4382806420326233,-0.07919967919588089,0.485199511051178,0.31114375591278076,-0.09263269603252411,0.5742345452308655,0.29533031582832336,-0.07732946425676346,0.5453745126724243,0.51214200258255,-0.04245411232113838,0.5578362345695496,0.378351092338562,-0.059971850365400314,0.5918434262275696,0.22349730134010315,-0.0904267281293869,0.577814519405365,0.8147825002670288,-0.023134347051382065,0.7312360405921936,0.7248818874359131,-0.05331813916563988,0.6643718481063843,0.7557279467582703,-0.037232205271720886,0.7866722345352173,0.7185469269752502,-0.07105399668216705,0.49122294783592224,0.829804539680481,4.958798740517523e-07,0.190094708836412,1.0,1.5773188546492323,29,0.9607501726162413,2.2,Left,fast,0.4367046239164733,0.43338443992429154,152.41858009174763,0.7672197349656261
